"","A1","A2","A6","P1","P2","P6"
"SteCoe_1920",165,225,55,111,244,132
"SteCoe_19200",67,79,141,84,124,197
"SteCoe_19202",88,187,94,178,248,120
"SteCoe_19204",1233,1715,819,1250,1554,1488
"SteCoe_19205",214,274,105,404,366,170
"SteCoe_19206",81.6585365853659,187,88,151.766497461929,202.362204724409,226
"SteCoe_19207",42,43.1546762589928,10,39,25.2027027027027,53
"SteCoe_19208",0,4,2,2,6,1
"SteCoe_19209",114,122,17,190,154,59
"SteCoe_19210",238,255,104,506,310,155
"SteCoe_19211",8,15,0,1,13,2
"SteCoe_19212",91,118,28,140,143,74
"SteCoe_19213",2,11,5,16,11,8
"SteCoe_19214",26,41,17,48,25,32
"SteCoe_19215",776,711,433,1853,888,607
"SteCoe_19216",16,47,10,25,52,11
"SteCoe_19217",931,918,406,1026,1043,729
"SteCoe_19218",1085,1312,504,1284,1288,589
"SteCoe_19219",419,523,40,526,656,108
"SteCoe_1922",337.395245177671,431.174261698777,88.481399076469,608.320901526668,565.859204132901,149
"SteCoe_19220",0,1,0,0,1,0
"SteCoe_19222",47,80.0655737704918,45,51,93,162
"SteCoe_19223",0,0,0,0,0,0
"SteCoe_19224",36,41,29,47,55,9
"SteCoe_19225",38,48,6,58,101,28
"SteCoe_19226",0,0,0,0,0,0
"SteCoe_19227",28,58,14,110,89,16
"SteCoe_19228",422,315,174,632,487,111
"SteCoe_1923",108.152284263959,119.264516129032,26.5652173913043,139.474358974359,140.32380952381,61
"SteCoe_19230",35,65,7,33,63,34
"SteCoe_19231",101,171,47,286,242,59
"SteCoe_19232",0,8,0,0,20,0
"SteCoe_19233",392,384,181,342,343,304
"SteCoe_19234",0,0,0,0,0,0
"SteCoe_19235",2,0,0,0,1,0
"SteCoe_19236",356.093406593407,583.081967213115,113.015267175573,473.284232365145,543.587073608618,170
"SteCoe_19237",0,0,0,0,0,0
"SteCoe_19238",168.646153846154,192.168195718654,73,297.623949579832,251.682065217391,158.280423280423
"SteCoe_19239",204,105,17,178,150.802139037433,47
"SteCoe_19240",120,117.707638593936,21.6985368923146,105.851138594961,165.883750645266,28
"SteCoe_19241",2237.15795825188,2689,826,2683.15152869337,3092.58806771514,1197
"SteCoe_19242",0,0,0,1,0,0
"SteCoe_19243",363,388,117,489,541,279
"SteCoe_19244",60,96,21,48,79,53
"SteCoe_19245",6087.50401581614,5073,1055,6449.95632236616,4490,873
"SteCoe_19246",82.9285419627187,18.2355937670455,0,64.8351432940309,18.8100862055303,99.7638644102855
"SteCoe_19247",3427,4059,971,4134,4303,1389
"SteCoe_19248",0,0,0,0,0,0
"SteCoe_19249",1411,957,399.991574894302,2714.95420654594,1307,572
"SteCoe_19250",622,752,210,826,962,253
"SteCoe_19251",574.553423578631,766.810636983055,182.510318522385,786.123657715143,1010.62527488601,313.55648603251
"SteCoe_19252",103,111,69,230,201,112
"SteCoe_19253",10845.7089130102,12781.7014519056,5238.77908805031,11380.635186926,12183.4700971671,6303.48423960819
"SteCoe_19254",1027,647,347,1147,662,300
"SteCoe_19255",490,497,70,827,490,169
"SteCoe_19256",0,0,0,0,0,0
"SteCoe_19257",312,596,292,479,582,769
"SteCoe_19258",309,392,89,356,418,164
"SteCoe_19259",69,124,82,133,138,285
"SteCoe_1926",102,61,26,53,70,67
"SteCoe_19260",0,0,0,0,0,0
"SteCoe_19261",361,326,194,399,327,217
"SteCoe_19262",82,118,42,79,110,74
"SteCoe_19263",0,1,0,0,0,0
"SteCoe_19264",1,0,3,5,2,0
"SteCoe_19265",3848,5567,1901,6036,6776,4195
"SteCoe_19266",1557,2127,331,1682,2148,525
"SteCoe_19267",0,0,0,0,0,0
"SteCoe_19268",0,0,0,0,0,0
"SteCoe_19269",123,120,41,164,151,147
"SteCoe_1927",309,387,188,417,472,185
"SteCoe_19270",0,0,0,0,0,0
"SteCoe_19271",227.143598058351,371,70.1975165187394,336.185078332198,517,90
"SteCoe_19272",263,296,68,359,281,66
"SteCoe_19273",255,274,97,272,342,276
"SteCoe_19274",494,307,264,642,324,614.663066954644
"SteCoe_19275",28,50,36,62,75,54
"SteCoe_19276",364,300,63,353,318,84
"SteCoe_19277",12740,15624,5800,14473,17509,8367
"SteCoe_19278",188,307,81,288,309,153
"SteCoe_19279",27,10,3,42,6,0
"SteCoe_1928",280,326,201,381,425,311
"SteCoe_19280",835,1330,206,1190,1293,400
"SteCoe_19281",265,330,98,267,240,146
"SteCoe_19282",0,0,0,0,0,0
"SteCoe_19283",3472,4711,2478,4531,4630,4003
"SteCoe_19284",1352,2117,587,1751,2182,916
"SteCoe_19285",799.94893111639,912,255.725190839695,1192.65284178187,1274.9231884058,344
"SteCoe_19286",1409.07437070938,2190.3328290469,680.810126582278,1743.8995854445,2249.20063581773,1372.64787234043
"SteCoe_19287",1762,2523.25379070346,515,2141.73994169096,2826.3096893834,958
"SteCoe_19289",876.942760942761,1346,599.60140562249,1159,1205.78311162522,667
"SteCoe_1929",21,32,13,32,42,62
"SteCoe_19290",18,63,23.4758971829596,18,35,25
"SteCoe_19292",2059.38871884565,2270.33778476041,678.701298701299,2061.36581122227,2020.54668470907,714.202753441802
"SteCoe_19293",182,219,90,278,267,74
"SteCoe_19294",20,15,8,21,24,14
"SteCoe_19296",10,33,10,16,6,0
"SteCoe_19297",501,834,230,683,956,231
"SteCoe_19298",21,61,20,85,69,81
"SteCoe_19299",424,416,226,721,543,596
"SteCoe_193",3.0926056297669,4.19240363486264,0,1.05777466171811,7.27599204935182,8
"SteCoe_1930",506,914,249,948,801,437
"SteCoe_19300",1274,1754,718,1495,1719,997
"SteCoe_19301",1290.07106598985,1855.11610051187,706.755326965467,1478.75,1631.64705882353,779.572923076923
"SteCoe_19302",1,1,0,11,5,0
"SteCoe_19303",318.12010971005,289.906890130354,214.666666666667,250.152317696112,290.10781671159,259.606864274571
"SteCoe_19304",646.035816618911,726.30631048902,779.173541381326,739.471894941957,797.475638051044,1000.32076035022
"SteCoe_19305",75,76,18,100,81,80
"SteCoe_19306",302.486880466472,412.830734966592,430.43469785575,358.676691729323,376.271186440678,529.506666666667
"SteCoe_19307",266.450084602369,307,102.554347826087,437.740518962076,452.483422459893,219
"SteCoe_19308",78,41,12,93,37,3
"SteCoe_19309",583,836,265,1231,894,402
"SteCoe_1931",155,225,88,211,230,79
"SteCoe_19310",1292.0595013718,1813.47112133144,458.175276851143,1955.23065616345,2224.28301911657,1106.1212778589
"SteCoe_19311",358,403,58,441,522,110
"SteCoe_19312",1897,2242,620,2299,2493,637
"SteCoe_19313",149,241,40,280,379,220
"SteCoe_19314",514,870.422535211268,266,901.592913061393,1140.52753623188,671
"SteCoe_19315",472,629,161,647,682,544
"SteCoe_19316",162,140,30,156,179,48
"SteCoe_19317",40,120,33,88,111,115
"SteCoe_19318",416,649,129,487,657,324
"SteCoe_1932",4771,5246,630,5397,6576,1209
"SteCoe_19320",362,452,159,448,435,277
"SteCoe_19321",126,146,74,160,210,122
"SteCoe_19322",273,323,108,486,354,402
"SteCoe_19323",72,89,6,84,119,41
"SteCoe_19324",1830.85402184707,2311.6479704797,299.471698113208,2706.21030183727,2864.94827076559,435.12540192926
"SteCoe_19325",272,469,101,550,709,165
"SteCoe_19327",34,45,99,57,80,74
"SteCoe_19328",321.823008849558,352,201.626794258373,319.242331288344,377,380
"SteCoe_19329",10,13,0,5,5,15
"SteCoe_1933",199.337837837838,270.687022900763,123.545582047686,240.861733203505,331.745513866232,260.845588235294
"SteCoe_19330",81,83,31,107,94,2
"SteCoe_19331",186,231,105,277,246,84
"SteCoe_19332",0,0,0,0,0,0
"SteCoe_19333",462,527,164,731,680,512
"SteCoe_19334",7499,6877,3455,11083,9611,8028.99962673163
"SteCoe_19335",3009,3812,1091,3451,3966,1856
"SteCoe_19336",41,133,21,40,78,44
"SteCoe_19337",36,16,118,24,27,168
"SteCoe_19338",120,274,60,283,378,99
"SteCoe_1934",1428.32961586121,1531.02857142857,767.779816513761,1338.66666666667,1662.6463878327,1273.94199785177
"SteCoe_19340",80,91.1656539835528,10.2208496207326,98.3458792507483,116,54.3401165787024
"SteCoe_19342",571,635,315,631,864,712
"SteCoe_19343",0,0,0,0,0,0
"SteCoe_19344",2598.19351429166,2791.8053545449,3938.47550385703,2980.26983372275,3032.89928490648,4127.58825463976
"SteCoe_19345",87.0697674418605,118.309352517986,8,134.347107438017,125.669603524229,20.8333333333333
"SteCoe_19347",96,104,25,110,148,44
"SteCoe_19348",233,294,52,295,305,96
"SteCoe_19349",0,0,0,0,0,0
"SteCoe_1935",954.984059511158,1432,669,1304.99072642968,1320.98852333588,711
"SteCoe_19350",28,43,10,35,77,22
"SteCoe_19351",322,587,190,513,682,542
"SteCoe_19352",20,18,14,31,42,0
"SteCoe_19353",381,656.867088607595,181.916666666667,712,779,526
"SteCoe_19355",51,20,16,24,35,22
"SteCoe_19356",552,776,286,695,754,569
"SteCoe_19357",219.11467225915,175.608236664307,99.8405103440037,200.471975964902,222.360535473636,130.704246414462
"SteCoe_19358",540.932091406016,693.611096396928,70.736789072101,781.737534307027,896.958654460971,50.8778119454701
"SteCoe_19359",93,162,76,195,164,135
"SteCoe_1936",2.48723897911833,0,0,0,0,0
"SteCoe_19360",500,506,147,514,459,156
"SteCoe_19361",462,658,97,589,846,200
"SteCoe_19362",1767,2330,427,2390,2896,948
"SteCoe_19364",0,0,0,0,0,0
"SteCoe_19365",3,3,2,1,6,5
"SteCoe_19366",6649.02234167647,7388.80303605313,1752.80881130507,7136.68801808591,7693.82886407284,2211.44823066841
"SteCoe_19367",75,65,5,54,58,34
"SteCoe_19368",23,47,9,44,42,7
"SteCoe_19369",49,49.5025580070679,16.2495266019255,64.1429704303206,91.1617747314368,15
"SteCoe_1937",0,0,0,0,0,0
"SteCoe_19370",57.3097826086956,161.632653061224,37,106.567164179104,197.550279329609,55.6586826347305
"SteCoe_19371",2038,2503,1342,4006,4409,3085
"SteCoe_19372",109,202,57,271,224,77
"SteCoe_19373",436,579,321,536,624,497
"SteCoe_19374",207.869318181818,163.484486873508,99.020979020979,398.545212765957,257.894736842105,219.771428571429
"SteCoe_19375",1754,1866,338,1805,2107,623
"SteCoe_19376",84,122,25,136,163,60
"SteCoe_19377",283,420.812758078913,98,397.525420748102,642.142424731206,212
"SteCoe_19378",144,258,45,226,346,123
"SteCoe_19379",24,47,29,69,53,37
"SteCoe_1938",156,125,20,132,128,10
"SteCoe_19380",99,167,80,166,179,96
"SteCoe_19381",161,114,26,168,170,16
"SteCoe_19382",320,611,111,316,653,225
"SteCoe_19383",512,498,189,573,709,484
"SteCoe_19384",268,234,119,259,272,323
"SteCoe_19386",4825.42292097509,5566.42799365992,656,5117.15064453527,6575.39389874374,642.428999019584
"SteCoe_19387",0,0,0,0,0,0
"SteCoe_19388",1088,1233,368,1185.59043348281,1289,521
"SteCoe_19389",154,161,35,146,164,62
"SteCoe_1939",54.2864721485411,44.0842911877395,14,162.731182795699,96.2962962962963,84.1637426900585
"SteCoe_19390",3560.29111552764,4237.97083395466,1297.69227022504,4397.36727079633,5025.1299494328,2705.49721170444
"SteCoe_19391",100,113,47,147,186,34
"SteCoe_19392",379.5,386,118.5,567.5,622,242.5
"SteCoe_19393",56.5,85.5,30,137,126,125.5
"SteCoe_19394",105.622538901966,478.38235306332,145.367879577516,163.526766338732,621.719850755772,397.667125674523
"SteCoe_19395",66.5,106,25.5,70,78.5,83
"SteCoe_19396",16,11,5,18.5,11.5,23.5
"SteCoe_19397",219,265,76.5,334,298,171
"SteCoe_19398",271.5,471.5,107,551.5,555.5,364.5
"SteCoe_19399",1533.90057856273,1646.99300699301,718.931271477663,2182.90142057684,1537.09029993618,1118.79864799614
"SteCoe_194",452,516,244,636,499,507
"SteCoe_1940",422,298,164,564.909677419355,373.923267326733,321.949704142012
"SteCoe_19400",6151,7598.5,3673,6410,7042,5817.5
"SteCoe_19401",683.5,785.5,78.5,835,963.5,138
"SteCoe_19402",3.5,2,0,2,3,3.5
"SteCoe_19403",38,76,16,39,40.5,34
"SteCoe_19404",313,408.5,93,498.404121893936,569.5,159.5
"SteCoe_19405",231.397323852337,341.724826256483,73.3189877106197,313.376727072847,434.877482770381,146.027557224629
"SteCoe_19407",4380.71601699806,6368.88773222902,2040.20882701422,5143.61772468398,5551.77213121711,2560.11033750295
"SteCoe_19408",268,375.5,131.5,480.5,601,252.5
"SteCoe_19409",81,93.5,52,89.5,80.5,250
"SteCoe_1941",408,666,110,751,869,210
"SteCoe_19410",8375.69775152311,8925.2422906071,1946.57126082489,9381.33232016211,9775.03624281818,3474.74936181076
"SteCoe_19411",1078,770.5,171.5,1210.5,778.5,254.5
"SteCoe_19412",67,63.5,13.5,98,99.5,14
"SteCoe_19413",15,21.5,9.5,25,26,15.5
"SteCoe_19414",107,59.5,31,190.5,89,61.5
"SteCoe_19415",57,63,38.5,46,55,88.5
"SteCoe_19416",394,756,149,494,733,328
"SteCoe_19417",5,9,1,4,4,0
"SteCoe_19418",198,169,154,419,266,285
"SteCoe_19419",86,133,64,143,111,129
"SteCoe_1942",208,201,99,238,294,265
"SteCoe_19420",0,0,0,0,0,0
"SteCoe_19421",347,287,201,612,306,421
"SteCoe_19422",374,333,103,414,356,110
"SteCoe_19423",273,380,67,333,361,90
"SteCoe_19424",3296,3450,544,3007,3660,835
"SteCoe_19426",246,216,78,177,227,121
"SteCoe_19427",7207.75070608845,10024.546503843,5003.80522294446,8885.64923676518,9677.83926669283,4086.65303315145
"SteCoe_19428",0,0,0,0,0,0
"SteCoe_19429",3381,3986,1968,3171,3395,3199
"SteCoe_1943",1024.68928552151,1133,276,1281.27278408416,1422.8679576624,374
"SteCoe_19430",205,401,173,384,439,611
"SteCoe_19431",111,67,47,72,68,72
"SteCoe_19432",23,64,18,33,26,21
"SteCoe_19433",617,670,257,1083,867,256
"SteCoe_19434",0,0,0,1,0,0
"SteCoe_19435",533,706,341,553,724,389
"SteCoe_19436",167,250,9,234,294,93
"SteCoe_19437",0,3,0,5,0,0
"SteCoe_19438",133,142,18,175,174,74
"SteCoe_19439",305,435,114,312,351,201
"SteCoe_1944",20,26,38,34,45,30
"SteCoe_19440",1841,2252,949,2115,2393,1624
"SteCoe_19441",315.459944751381,482.082018927445,207.81236673774,483.82229673093,503.88,566.384364820847
"SteCoe_19442",155,104,19,108,126,40
"SteCoe_19446",0,0,0,0,1,0
"SteCoe_19447",284,258,426,322,347,572
"SteCoe_19448",387.758610902918,419.624236867754,233.603924277335,759.214730003956,530.203170443894,263.508207053599
"SteCoe_19449",0,0,0,0,2,0
"SteCoe_1945",0,0,0,0,0,0
"SteCoe_19450",83,461,55,377,733,166
"SteCoe_19452",0,0,0,0,0,0
"SteCoe_19453",20,21,17,26.7150552778166,22,0
"SteCoe_19454",3,10,4,0,7,6
"SteCoe_19456",157,293,81,313,414,115
"SteCoe_19457",172,227,46,141,267,124
"SteCoe_19458",393,625,106,515,726,259
"SteCoe_19459",112,89,38,147,146,178
"SteCoe_1946",868,2209,926,1285,2295,2245
"SteCoe_19460",38,26,25,104,73,76
"SteCoe_19462",0,0,0,0,0,0
"SteCoe_19463",4505,5105,815,4394,5018,1168
"SteCoe_19464",22,10,17,23,51,23
"SteCoe_19465",178,255,143,254,268,240
"SteCoe_19466",259,233,68,331,264,100
"SteCoe_19468",325,311,71,505,317,222
"SteCoe_19469",339.566683620685,526.553216312514,123.338062996091,490.684201225561,612.716876538234,173.624937492042
"SteCoe_1947",76,92,51,105,122,91
"SteCoe_19470",292,408,132,357,402,220
"SteCoe_19471",0,2,1,0,1,0
"SteCoe_19473",0,0,0,0,0,0
"SteCoe_19474",210,208,94,425,218,130
"SteCoe_19476",17460,19536,5304,18248.9953635521,20524,5918
"SteCoe_19478",217,272,61,330,248,27
"SteCoe_19479",230,299,116,258,303,229
"SteCoe_1948",492,525,265,658,595,410
"SteCoe_19480",3148,3232,1930,3339,2873,2557
"SteCoe_19481",0,0,0,0,0,0
"SteCoe_19482",290.329902671177,275,77,591.746316192193,433.825227983025,168.532397242659
"SteCoe_19483",14827,20188,6876,16700,17792,11476
"SteCoe_19484",2,3,0,6,3,0
"SteCoe_19485",681,859,291,1168,1280,620
"SteCoe_19486",219,356,68,301,423,172
"SteCoe_19487",7057.74393084156,8284.2348121325,3473.12918797033,7523.17771657855,8578.94830321736,5568.28176483762
"SteCoe_19488",236,417,202,451,407,239
"SteCoe_19489",278,595.264562027568,18,243,388.464114832536,15
"SteCoe_1949",106,221,3,170,207,1
"SteCoe_19490",318,657,147,526,851,301
"SteCoe_19491",167,280,112,251,412,163
"SteCoe_19493",24.1633066742212,59.3970957164197,7,26.2775619706393,48.5405225630522,5
"SteCoe_19495",39,28,18,58,44,52
"SteCoe_19496",63,62,44,74,97,10
"SteCoe_19497",163,219,35,171,208,32
"SteCoe_19498",687,1376,627,853,1528,993
"SteCoe_19499",6,9,9,14,22,16
"SteCoe_195",1,0,0,0,0,0
"SteCoe_1950",2345,3264,941,3749,3820,1416.88411298033
"SteCoe_19501",203,443,77,371,447,119
"SteCoe_19502",0,0,0,0,0,0
"SteCoe_19503",0,0,0,0,0,0
"SteCoe_19504",40,57,16,51,71,8
"SteCoe_19507",97,105,46,146,87,51
"SteCoe_19509",1361,1159,449,2215,1666,888
"SteCoe_1951",343,690,169,659,980,207
"SteCoe_19510",12,28.5843037448021,9,17,34.859102454696,1
"SteCoe_19511",42,71,19,81,82,31
"SteCoe_19512",11,26,23,59,27,55
"SteCoe_19513",255,354,80,502,491,169
"SteCoe_19514",0,0,1.01359223300971,0,0,1.00515907136715
"SteCoe_19515",1968,1615,664,3064,1958,1078
"SteCoe_19516",30,8,2,38,78,14
"SteCoe_19517",0,0,0,1.00090785292783,0,3.05502392344498
"SteCoe_19518",160,226,51,187,182,120
"SteCoe_19519",352,503,142,672,451,201
"SteCoe_1952",21064,24003,8259,21969,24628,13565
"SteCoe_19520",891.885419954694,776,467,1313,1214,855
"SteCoe_19521",683,1063,156,1743,1669,217
"SteCoe_19522",378,369,120,486.671270718232,489,134
"SteCoe_19523",0,0,2,1.00596569724087,0,0
"SteCoe_19524",57,53,53,65,67,131
"SteCoe_19525",6,29,2,7,15,0
"SteCoe_19526",0,0,0,0,0,0
"SteCoe_19527",627,909,400,1132,1302,1044
"SteCoe_19528",30,13,10,30,32,9
"SteCoe_19529",17,36,21,112,66,55
"SteCoe_1953",1547,1227,291,2030,1690,553
"SteCoe_19530",57,65,30,119,102,53
"SteCoe_19531",15,41,17,44,43,14
"SteCoe_19532",1893,2082,525,2237,2477,1088
"SteCoe_19534",189.214345262899,179.93619026244,86.3500767608639,306.981797909055,187.674651928281,86.8636222231487
"SteCoe_19535",46,63,43,119,106,128
"SteCoe_19536",1858,2437,353,2402,3085,687
"SteCoe_19537",175,133,63,262,189,164
"SteCoe_19538",0,0,0,0.5,0,12
"SteCoe_1954",43,73,42,54,71,22
"SteCoe_19542",1,0,0,0,0,0
"SteCoe_19543",0,0,1,0,2,0
"SteCoe_19544",144,263,45,143,252,73
"SteCoe_19545",416,461,319,613,500,535
"SteCoe_19546",6,2,0,13,1,12
"SteCoe_19547",0,0,0,1,0,0
"SteCoe_19549",128,140,30,87,171,34
"SteCoe_1955",93.9416058394161,115.329545454545,27.8260869565217,143.876404494382,186.3,12.0833333333333
"SteCoe_19550",14,6,6,4,10,5
"SteCoe_19551",432,849,148,444,660,294
"SteCoe_19552",1,0,0,0,3,0
"SteCoe_19553",0,0,1,0,0,0
"SteCoe_19554",7.53216374269006,8.49882352941176,10.4746987951807,36.4442060085837,14.6068965517241,3.375
"SteCoe_19555",4829,3418,1679,8152,4777,3638
"SteCoe_19557",347,579,219,637,585,442
"SteCoe_19558",1460.42679115552,1343.22580917829,379.750618852456,2153.33452716531,1639.1890719953,762
"SteCoe_19559",0,0,0,0,0,0
"SteCoe_1956",3744,2633,3506,4909,3038,5350
"SteCoe_19560",0,0,0,0,0,0
"SteCoe_19561",42020,58001,30712,43460,52151,42425
"SteCoe_19562",2258,2159,294,2773.64649350044,2395,277
"SteCoe_19563",2,0,0,7,0,0
"SteCoe_19564",596.346501128668,709.981216015818,231.737488196412,913.097040605644,747.700866393069,399.127419354839
"SteCoe_19565",1122.45451519609,1482.55475918597,502.562340088402,2088.33536433149,1834.37705241801,888.82578896735
"SteCoe_19566",100,167,23,96,203,36
"SteCoe_19567",1722.1404475043,1910.22881880025,1056.98198198198,1926.95058139535,1927.45979749851,1809.07930912936
"SteCoe_19569",362,365,114,607,346,185
"SteCoe_1957",0,0,0,0,0,0
"SteCoe_19570",769,1296,328,1031,1291,598
"SteCoe_19571",833.835201635912,1038.87793492408,325,1409.888740285,1382.89953987945,550
"SteCoe_19572",374,539,310,457,518,500
"SteCoe_19573",0,0,0,0,0,0
"SteCoe_19574",148,199,49,123,156,90
"SteCoe_19575",0,0,0,0,0,0
"SteCoe_19576",0,0,0,0,0,0
"SteCoe_19577",319,434,193,543,633,338
"SteCoe_19578",42588.0795571576,55572.9093025717,20084.3876695438,46795.7911452184,51813.3169633283,32144.5589507465
"SteCoe_19579",249,433,129,393,513,222
"SteCoe_1958",1002,1255,430,1239,1204,754
"SteCoe_19581",361,203,507,465,249,1071
"SteCoe_19582",45,35,20,37,43,24
"SteCoe_19583",22,50,8,55,121,35
"SteCoe_19586",100,196,56,202,164,173
"SteCoe_19587",137,181,62,147,182,239
"SteCoe_19588",758,751,144,814,929,705
"SteCoe_19589",57122,72873,10598,59048,62788,13966
"SteCoe_19590",11,34,0,23,28,11
"SteCoe_19592",1888,2029,670,2025,2395,1148
"SteCoe_19593",38,40,1,24,44,0
"SteCoe_19594",689,666,111,756,791,151
"SteCoe_19595",367,522,227,372,480,480
"SteCoe_19596",6,11,0,9,19,1
"SteCoe_19597",749,668,235,1080,892,167
"SteCoe_19598",191,310,85,399,501,259
"SteCoe_19599",0,0,0,0,2,0
"SteCoe_196",22,65,10,25,73,20
"SteCoe_1960",98,192,66,246,186,169
"SteCoe_19600",144,150,41,229,191,156
"SteCoe_19601",0,0,0,0,0,0
"SteCoe_19603",1098.50036363636,1332.91671453188,460.982698961938,1134.50169952413,1402.73319216517,732.056140350877
"SteCoe_19604",558.863821847588,804.72196969215,262.040238313429,660.750778423645,740.983576509699,383.575530415603
"SteCoe_19605",402,488,73,641,601,101
"SteCoe_19606",0,1,3,3,2,8
"SteCoe_19607",84,114,8,66,92,31
"SteCoe_19608",68,82,10,52,79,16
"SteCoe_19609",2375.05197819343,2866.12917330076,372.532481921112,2941.85277845734,4210.68629914706,722.720141030318
"SteCoe_1961",249,210,98,295,210,171
"SteCoe_19611",5,7,10,6,6,9
"SteCoe_19613",1709.43668894297,1812.42704224991,490.954237821503,2088.14938074878,2149.30011223787,440.345888835683
"SteCoe_19614",2300,3387,651,3332,3732,769
"SteCoe_19616",6434,6828,1018,7416,7954,5365
"SteCoe_19617",183,121,40,226,185,83
"SteCoe_19618",54,103,13,58,58,13
"SteCoe_1962",1,7,2,5,8,5
"SteCoe_19620",160,189,72,213,229,206
"SteCoe_19621",0,0,0,0,0,0
"SteCoe_19622",168,454,14,216,338,257
"SteCoe_19623",605,919,203,1094,998.625403554887,610.546911241475
"SteCoe_19624",224,225,131,242,287,181
"SteCoe_19625",0,0,0,0,0,0
"SteCoe_19626",0,0,0,0,0,0
"SteCoe_19627",0,0,0,0,0,0
"SteCoe_19628",66,62,24,93,107,28
"SteCoe_19629",87,97,29,151,97,22
"SteCoe_1963",5,4,3,19,20,1
"SteCoe_19630",63,86,8,118,79,29
"SteCoe_19631",834,1016,331,1600,1095,562
"SteCoe_19632",487,341,86,824,513,132
"SteCoe_19633",103,114,18,266,254,20
"SteCoe_19634",16,25,33,68,64,26
"SteCoe_19635",264.232775313035,302.563726327068,85.9511996108973,339.574931594512,329,119
"SteCoe_19636",0,0,0,0,7,0
"SteCoe_19637",43,53,11,67,115,43
"SteCoe_19638",281.535285084535,292,74,426,430,123
"SteCoe_19639",5,3,0,0,3,0
"SteCoe_1964",110,123,36,149,126,56
