"","A1","A2","A6","P1","P2","P6"
"SteCoe_6299",432.490909090909,490,379,556,352,375
"SteCoe_63",0,0,0,0,0,0
"SteCoe_630",53.9265734265734,92.7923627684964,31.4285714285714,108.923076923077,136.954545454545,9.10112359550562
"SteCoe_6300",54,72,18,95,58,17
"SteCoe_6301",0,0,0,0,0,0
"SteCoe_6302",167,239,136.607142857143,297,287,172
"SteCoe_6303",61,120,28,93,114,37
"SteCoe_6304",0,1,0,0,0,0
"SteCoe_6305",6156,6796,1957,7083,6453,2127
"SteCoe_6306",4917,6101,2353,6086,7023,5958
"SteCoe_6307",735.320143884892,894.137009189641,255.572755417957,1020.92165898618,1170.72625698324,303
"SteCoe_6308",422,456,299,592,324,284
"SteCoe_6309",194.275474349965,184.67050543826,33.1632653061225,239.848523748395,215.975666822649,55.4920634920635
"SteCoe_631",575,802,248,687,718,412
"SteCoe_6310",3887.6655964563,4655.12161347229,1307.5416609049,3992.06513826639,4486.10318076222,1607.81860365777
"SteCoe_6312",0,0,0,0,0,0
"SteCoe_6313",404,553,219,565,589,204
"SteCoe_6314",198763.721658165,268107.102573628,80692.5787971673,225369.504348165,253940.497482748,127791.666728892
"SteCoe_6315",507,817,279,627,826,705
"SteCoe_6316",429,462,144,787,352,246
"SteCoe_6317",52,108,18,128,110,85
"SteCoe_6318",4339.6602739726,7033.85434468253,1642.72131147541,4761.34246575342,6539.58172476045,2625.0154483798
"SteCoe_6319",476,674,264,960,894.625174825175,713
"SteCoe_632",912.398927351053,1163.71421693895,389,1712.64481126956,1564.58943891283,890.789344170434
"SteCoe_6320",2148.94773966015,2988.91639017916,1364.31530557058,2209.26948640483,2773.23833416959,1729.34584548105
"SteCoe_6321",133.518518518519,213.486301369863,265.924956369983,274,321.300280636109,381.453807106599
"SteCoe_6322",528,983,428,1413,1372,750
"SteCoe_6324",1192,1527,518,1955,2067,1410
"SteCoe_6325",0,0,0,1,3,0
"SteCoe_6326",266,419,105,346,522,239
"SteCoe_6327",38,53,37,32,58,93
"SteCoe_6328",158,199,99,347,213,106
"SteCoe_6329",0,0,0,1,0,0
"SteCoe_633",173,211,120,224,284,300
"SteCoe_6330",0,0,0,0,0,0
"SteCoe_6331",290,520,130,452,506,199
"SteCoe_6332",322,401,152.8875,624,910.951245937161,430.958525345622
"SteCoe_6333",36,69,51,62,64,102
"SteCoe_6334",250,348,135,351,443,290
"SteCoe_6335",0,0,1,0,0,0
"SteCoe_6336",33268.7410590625,39858.843117705,8340.36603329205,34429.9823457998,39219.8801964447,12013.0866121177
"SteCoe_6337",149,144,27,158,66,43
"SteCoe_6338",325,504,108,547,754,180
"SteCoe_634",19,41,6,47,12,11
"SteCoe_6340",261,142,56,205.504926108374,193,57
"SteCoe_6341",0,0,0,0,2,1
"SteCoe_6342",0,0,0,0,0,0
"SteCoe_6343",42,43,75,99,62.0418680675521,121
"SteCoe_6344",222,283,77,306,221,330
"SteCoe_6345",2160,4671,1177,5557,5796,2542
"SteCoe_6346",323,366,37,300,305,21
"SteCoe_6347",0,0,0,0,0,0
"SteCoe_6348",0,1,0,0,0,0
"SteCoe_6349",341,577,185,442,523,503
"SteCoe_6350",551,651,131,517,598,336
"SteCoe_6351",375,243,99,360,348,67
"SteCoe_6352",0,0,1,0,0,0
"SteCoe_6354",327.413400758533,278,55,436.814011676397,427.564141122615,96
"SteCoe_6355",385,302,125,483,377,117
"SteCoe_6356",5342,5736,1988,6686.38762936297,6553.38809818538,2239
"SteCoe_6357",0,0,0,0,0,0
"SteCoe_6358",0,0,0,0,0,0
"SteCoe_6359",0,0,0,0,0,0
"SteCoe_6361",619,742,238,598,733,488
"SteCoe_6362",28,26,25,47,41,56
"SteCoe_6363",0,0,0,0,0,0
"SteCoe_6364",835,1759,731,1064,1859,1341
"SteCoe_6365",8,19,16,50,34,30
"SteCoe_6366",135,178,18,250,199,18
"SteCoe_6367",119,145,32,187,196,78
"SteCoe_6368",336.060661764706,336.690737833595,105.7,398.640552995392,424.711237553343,106
"SteCoe_6369",1.00016758840288,1.00014251104461,0,2.00030623181749,1.00027133360467,1
"SteCoe_637",63,38,2,67,58,12
"SteCoe_6370",374.655035685964,582.961453744493,166.300724637681,647,598.151398264224,324.909638554217
"SteCoe_6371",35,66,39,64,66,70.9602272727273
"SteCoe_6372",53,113,31,104,114,55
"SteCoe_6373",431,595,104,795,806,165
"SteCoe_6374",0,0,0,0,0,0
"SteCoe_6375",91,176,38,165,161,161
"SteCoe_6376",26,24,21,39,35,30
"SteCoe_6377",485,397,193,656,511,316
"SteCoe_6378",56,93,7,66,78,53
"SteCoe_6379",307,296,68,350,414,165
"SteCoe_638",2828.55450980392,3749,1407,3346,3445,1634
"SteCoe_6380",4,6,15,15,23,23
"SteCoe_6381",41,19,11,65,41,5
"SteCoe_6382",570,594,73,607,715,102
"SteCoe_6384",51099,61534,24083,54279,59521.6808471774,31549
"SteCoe_6385",42,53,2,43,147,15
"SteCoe_6386",139,173,24,141,239,75
"SteCoe_6387",12,40,26,40,11,8
"SteCoe_6388",7,11,4,14,14,0
"SteCoe_6389",31,44,8,31,65,30
"SteCoe_6390",1186,1239,239,1795,2191,301
"SteCoe_6391",827.845771674896,1106,451.35165620587,1231.97103459401,1407.42127241021,767
"SteCoe_6392",51,20,23,17,11,16
"SteCoe_6393",24,26,9,30,7,11
"SteCoe_6394",7,37,7,17,14,9
"SteCoe_6395",1,5,0,9,1,0
"SteCoe_6396",20,30,5,34,48,4
"SteCoe_6397",3915,4440,1162,4191,4987,1626
"SteCoe_6398",575,777,111,1065,1056,255
"SteCoe_6399",1058,1519,1244,1375,1518.96879240163,1770
"SteCoe_64",256,308,64,337,290,125.804714213762
"SteCoe_640",14114.9093026539,23273.6124668208,12573.1506773787,25525.3555728761,25009.2668126618,33079.2576648655
"SteCoe_6400",427,529,179,558,673,351
"SteCoe_6401",673,571,201,639,852,327
"SteCoe_6402",0,0,0,0,0,0
"SteCoe_6403",0,0,0,0,0,0
"SteCoe_6404",558,621,189,660,561,386
"SteCoe_6405",89,123,49,128,122,58
"SteCoe_6406",6,8,2,3,22,1
"SteCoe_6407",330.388601036269,381.233791748527,50,378.357271095153,434,110
"SteCoe_6408",26,30,10,44,24,0
"SteCoe_641",30863.7742846614,41112.1385972923,28976.911839752,34306.488932255,36118.2848017996,32350.8887788563
"SteCoe_6410",0,0,0,0,0,0
"SteCoe_6411",12,143,15,54,77,42
"SteCoe_6412",662,895,102,818,781,307
"SteCoe_6413",35,56,22,101,66,63
"SteCoe_6414",2,1,1,0,0,1
"SteCoe_6415",217.588259483414,243.93772921089,48,176.756830511868,291.170364502244,168.851983436529
"SteCoe_6416",579,585,130,521,601,301
"SteCoe_6417",217,207,84,256,221,234
"SteCoe_6418",298,388,111,388,515,197
"SteCoe_6419",17,54,52,73,55,39
"SteCoe_642",235,315,89,347,364,203
"SteCoe_6420",2032.02951225336,2403.1798383815,596.460946032741,2245.14639742246,2521.48598303468,1039.14620210827
"SteCoe_6422",231.97048774664,168.820161618499,30.5390539672592,120.853602577538,200.514016965323,34.8537978917342
"SteCoe_6423",0,0,0,2,0,0
"SteCoe_6424",24,21,11,36,26,18
"SteCoe_6425",225,393,136,286,484,346
"SteCoe_6426",2499,2514,186,3252,3339,520
"SteCoe_6427",12682,13432.1941208775,5858,13221,13113.1835577704,10780
"SteCoe_6428",0,0,0,0,0,0
"SteCoe_643",156,244,70,279,250,154
"SteCoe_6430",0,0,0,0,0,0
"SteCoe_6431",30,115,38,64,123,68
"SteCoe_6432",712,999,363,968,1030,779
"SteCoe_6433",697.615669993817,1009.22079522605,252.454600120265,777.792887201914,1053.19478649096,322.523659305994
"SteCoe_6434",16,8.00806161125142,7.03097507506518,2.00394425815893,7.00776765997088,2
"SteCoe_6435",1705,2435,517,2145,3034,1077
"SteCoe_6436",74,194,17,209,140,77
"SteCoe_6438",24,33,7,93,67,30
"SteCoe_6439",249,478,165,575,588,346
"SteCoe_644",385,288,78,487,325,135
"SteCoe_6440",0,0,0,0,0,0
"SteCoe_6441",9401,11272,4345,9507,10179,6770
"SteCoe_6442",356,600,161,489,726,367
"SteCoe_6443",1761.56971853769,2183.6201961304,642.448011165387,1850.45893719807,2056.64883658732,574.165627165627
"SteCoe_6444",5,9,6,8,8,7
"SteCoe_6445",0,0,0,1,0,0
"SteCoe_6446",217,316,68,486,488,125
"SteCoe_6447",0,0,0,1,1,0
"SteCoe_6448",78,87,20,127,92,89
"SteCoe_6449",25,27,8,28,47,16
"SteCoe_645",13,15,17,12,10,18
"SteCoe_6450",42,70,21,27,74,57
"SteCoe_6451",465,669.876802096986,126.86301369863,601,775.795823665893,122.786363636364
"SteCoe_6452",110,233,67,189,209,90
"SteCoe_6453",583,525,67,640,766,78
"SteCoe_6454",15,37,26,48,28,41
"SteCoe_6455",2,4,2,7,23,0
"SteCoe_6456",79,301,69,230,431,162
"SteCoe_6457",212,380,138,307,339,158
"SteCoe_6458",526,726,261,1023,893,348
"SteCoe_6459",0,0,0,0,0,0
"SteCoe_6460",133,96,21,208,140,18
"SteCoe_6463",140,209,37,121,268,158
"SteCoe_6464",693,913,252,1025,1028,418
"SteCoe_6465",2057.6676062753,3193.71130946204,1038.86138689616,2386.3337709644,3062.84574370177,1564.61786167991
"SteCoe_6466",109,168,46,131,183,49
"SteCoe_6467",227,317,68,260,316,194
"SteCoe_6468",21,6,0,8,9,13
"SteCoe_6469",259,317,69,337,318,183
"SteCoe_6470",107.713170252182,223.040286666131,64,211.89025984736,244.808186738523,160.748037117769
"SteCoe_6471",87.8140319659355,185.198744858346,41.4788033417152,126.973947923908,171.297130421959,102.164132142975
"SteCoe_6472",302,299,143,403,308,240
"SteCoe_6473",0,0,0,1,1,0
"SteCoe_6474",924,188,71,888,127,139
"SteCoe_6475",85,123,8,133,114,48
"SteCoe_6476",306,772.749898020553,205,593.281609147291,735.703385400188,416.631360094587
"SteCoe_6477",303,505,187,608.527320034692,598,511
"SteCoe_6478",219,180.732290494398,45,172.659728633823,176.748472216622,32
"SteCoe_6479",15720,19538,3437,17232,20957,3366
"SteCoe_6480",21.0695364238411,39,23,33.1431670281996,69.3869158878505,26.2424242424242
"SteCoe_6481",107.565425913355,116,28,140.142854565727,159,103.73607169451
"SteCoe_6482",29,76,13,86,102,46
"SteCoe_6483",14,16,12,10,12,8
"SteCoe_6484",41,65,44,79,60,64
"SteCoe_6485",268,235,80,299,312,57
"SteCoe_6486",9,20.9612612574485,4,13,6,11.7410526698436
"SteCoe_6487",714,642,178,932,854,384
"SteCoe_6488",467,541,218,569,649,435
"SteCoe_6489",191,204,84,287,319,160
"SteCoe_6490",147,165,77,133,165,137
"SteCoe_6491",0,0,0,0,0,0
"SteCoe_6492",15.6006692327097,31.4739025676176,5.0874481954012,18.6598568346749,24.3862980246359,38.0802408237941
"SteCoe_6493",56,115,134,81,144,290
"SteCoe_6494",68,107,63,152,170,66
"SteCoe_6495",356,441,144,367,461,175
"SteCoe_6496",59,120,17,120,153,45
"SteCoe_6497",52,44,39,50,65,11
"SteCoe_6498",0,0,0,2,0,0
"SteCoe_6499",447,425,107,615,636,275
"SteCoe_65",1186,1734,414,1448,1526,731
"SteCoe_650",175,157,79,189,247,195
"SteCoe_6500",49,25,7,65,47,74
"SteCoe_6501",36,21,2,38,21,0
"SteCoe_6502",0,0,0,0,0,0
"SteCoe_6503",104,132,72,110,146,210
"SteCoe_6505",3124,3796,1233,3594,3276,1717
"SteCoe_6506",10,11,46.1428571428571,15,23,42.1163434903047
"SteCoe_6507",2,1,0,6,11,9
"SteCoe_6508",115,183,79,100,241,57
"SteCoe_6509",0,0,0,0,0,0
"SteCoe_651",2051,2857,623,2160,2612,1131
"SteCoe_6510",9,37,0,30,11,5
"SteCoe_6511",110,200,55,326,188,189
"SteCoe_6512",48,41,15,37,70,103
"SteCoe_6513",123,229,86,230,234,150
"SteCoe_6514",496,911,91,739,1010,113
"SteCoe_6515",166,280,64,275,262,116
"SteCoe_6516",127,282,64.15436875427,212.146502852342,307.156933294155,163
"SteCoe_6517",81,137,27,172,158,101
"SteCoe_6518",2475,2968,754,2691,2692,1348
"SteCoe_652",59,103,5,74,84,20
"SteCoe_6520",37493.8218686694,49237.8984411485,30009.3314222107,41317.6638883548,41759.7643140251,30255.7782037366
"SteCoe_6521",103,162,39,181,144,19
"SteCoe_6522",221,1575,59,226,4351,160
"SteCoe_6523",49,72,29,71,71,35
"SteCoe_6524",329,397,41,545,589,101
"SteCoe_6525",716,612,112,1041,1102,255
"SteCoe_6527",545.873089393238,580.681656804734,276.097867001255,746.894736842105,693.088,509.562571756602
"SteCoe_6528",55,215,23,149,227,59
"SteCoe_6529",353,509,133,495,470,422
"SteCoe_653",62,54,29,57,65,53
"SteCoe_6530",2086.98768773232,3747.25937164891,663.10551329413,3411.7761530781,4786.19664114167,1050.57153214429
"SteCoe_6531",0,0,0,0,0,0
"SteCoe_6532",2505.98672124176,3810.53630316789,776.809423054264,3895.13428111533,4072.56488277889,1433.17329617651
"SteCoe_6533",129,201,70,137,254,136
"SteCoe_6534",318,297,112,591,544,406
"SteCoe_6536",908.400807465983,1111,324.114846900834,976.096143029905,1098,473
"SteCoe_6537",58,18,4,52,27,0
"SteCoe_6538",520,696,267,513,564,477
"SteCoe_6539",460,636,168,599,639,362
"SteCoe_654",313.787581699346,88.9318181818182,178.988571428571,570.529411764706,63,187.07027027027
"SteCoe_6540",0,0,0,0,0,0
"SteCoe_6541",0,0,0,1.99971224316817,0,1
"SteCoe_6542",332,1806,60,482,3135,126
"SteCoe_6543",81.2333905542273,72.1988707896503,142.404316688451,73.4227511190179,104.635541091129,232.600438130294
"SteCoe_6544",227,629.468360125105,116.220943948329,303.198607594523,704.577931832861,126.516385488916
"SteCoe_6545",1,0,0,0,1,0
"SteCoe_6547",84,56,19,91,140,29
"SteCoe_655",8,6,3,6,13,10
"SteCoe_6550",0,0,0,0,0,0
"SteCoe_6551",30,89.4265353407308,7,124.556830954408,151.543082500315,49
"SteCoe_6552",2403.29213793103,3072.19408910454,889.275362318841,2779.41719281204,3343.27006591702,1293.8498630137
"SteCoe_6553",255,404,160,554,502,230
"SteCoe_6554",433,690.191637630662,133,640,750.997995991984,315.410788381743
"SteCoe_6555",157,173,42,161,247,38
"SteCoe_6556",5213,6341,477,6744,8545,921
"SteCoe_6557",282.437548487199,340.406941950928,145.081513828239,527.536113936928,417.676948051948,197.584569732938
"SteCoe_6558",562,717,154,692,831,287
"SteCoe_6559",146,308,40,238,269,64
"SteCoe_656",6,7,2,10,3,1
"SteCoe_6560",237,310,161,299,324,297
"SteCoe_6561",183.937946420933,125.353181071945,39.8720260504114,295.676119645657,216.832726049837,29.7192189203286
"SteCoe_6562",140,226,50,272,268,172
"SteCoe_6563",0,5,0,12,0,0
"SteCoe_6564",11.1794813638736,21,7,13,48,13
"SteCoe_6565",20,26,5,30,16,17
"SteCoe_6567",0,0,8,13,4,5
"SteCoe_6568",207,268,67,234,283,298
"SteCoe_6569",792.99999465779,641.999996361561,176.999998198476,795.999997140748,544.999997703861,292.99999782683
"SteCoe_657",787,534,56,801,865,323
"SteCoe_6570",0,0,0,0,0,0
"SteCoe_6571",0,0,0,0,0,0
"SteCoe_6572",35,36,4.5,72,60.5,29.0274881516588
"SteCoe_6573",2.5,4.5,0,6,3,0.5
"SteCoe_6574",68,95.5970596987246,16.5,135.5,150.827811658324,45.0845628242746
"SteCoe_6575",217.915151515152,255.411612903226,78.1203703703704,246.131639722864,218.537112010796,52.3018867924528
"SteCoe_6576",4,2,1,1.5,4,3
"SteCoe_6577",1403.50259291675,1729.49756164402,397.528292141978,2501.06493105827,2517.81114386718,664.161467248861
"SteCoe_6578",0,0,0,0,0,0
"SteCoe_6579",81,97.5,69,125,178.5,219.5
"SteCoe_658",577,555,280,511,536,300
"SteCoe_6580",2,4.5,1,10,1.5,3.5
"SteCoe_6581",45.0902971756673,97.6592820212662,73.4865980322927,87.6326385599242,137.662493231658,155.776140872232
"SteCoe_6584",1444,1979,461,1587,2064,632
"SteCoe_6585",56,92,9,85,76,9
"SteCoe_6586",216,281,28,475,398,34
"SteCoe_6587",1,9,0,4,9,0
"SteCoe_6588",22,28,0,11,41,0
"SteCoe_659",1508,1466,707,1608,1425,1290
"SteCoe_6590",569,811,107,849,829,182
"SteCoe_6591",759,704,392,881,689,872
"SteCoe_6592",3,12,0,4,10,0
"SteCoe_6593",425,681,202,749,709,564
"SteCoe_6594",133,234,91,203,214,215
"SteCoe_6595",1081,1438,220,1763,1634,230
"SteCoe_6596",54,86,16,112,103,5
"SteCoe_6597",316,209,11,347,286,0
"SteCoe_6598",0,0,0,0,0,0
"SteCoe_6599",494,448,122,538.624283363201,521,104
"SteCoe_66",0,0,0,0,0,0
"SteCoe_660",19,20,11,31,24,51
"SteCoe_6600",2037.93676899273,2388.08542447986,563.905201427307,2121.91005214887,2220.7517649027,895.560822467738
"SteCoe_6601",7031,8169,1731,7824,9357,2548
"SteCoe_6602",0,3,15,3,9,9
"SteCoe_6603",1,1,0,2,0,0
"SteCoe_6605",16,39.6234084216772,8,24,54,32
"SteCoe_6606",2,5,8,12,6,0
"SteCoe_6607",591,968,187,830,1102,503
"SteCoe_6608",193,231,81,173,248,141
"SteCoe_6609",29.2612612612613,51.4722222222222,4.125,46.3309352517986,43.7962962962963,6
"SteCoe_661",23,10,21,44,98,88
"SteCoe_6610",38,89,8,54,130,16
"SteCoe_6611",5157.90338700722,5563.79860490073,2323.80104127929,5474.78398871451,5496.70723286725,2326.08963997061
"SteCoe_6612",0,0,0,0,0,0
"SteCoe_6613",4545.36936204795,5436.38109927089,1167,4937.1145566762,5664.16227680098,1685
"SteCoe_6614",1763,2164,643,1926,2294,1182
"SteCoe_6615",548,521,172,507,716,238
"SteCoe_6616",0,0,0,0,0,0
"SteCoe_6617",483,534,353,904,596,637
"SteCoe_6618",0,0,0,0,0,0
"SteCoe_6619",29.3440800682291,87.4720945457272,15,92.066970444276,87.7801848979147,74.7032444110177
"SteCoe_6620",250,317,143,368,383.838074398249,263
"SteCoe_6621",93,63,38,59,63,47
"SteCoe_6622",10,0,5,13,2,3
"SteCoe_6623",210,338,136,327,381,171
"SteCoe_6624",1471,1281,265,1571,1264,291
"SteCoe_6625",4092,3579,961,5557,4006,1463
"SteCoe_6626",458.33652502753,408.430688382859,199.821256629055,391.786043947919,486.714592531118,346
"SteCoe_6627",64,100,5,101,163,19
"SteCoe_6628",84,110,34,162,104,47
"SteCoe_6629",577,751,285,1119,841,420
"SteCoe_663",129,229,50,181,347,63
"SteCoe_6630",849,898,313,1029,970,743
"SteCoe_6631",96,86,59,114,100,89
"SteCoe_6632",6198,9174,4424,7472,8622,9398
"SteCoe_6633",380,492,71,585,629,304
"SteCoe_6634",97,106,75,123,92,95
"SteCoe_6635",437,529,116,580,570,272
"SteCoe_6636",0,0,0,0,0,0
"SteCoe_6637",125,202,58,138,307,17
"SteCoe_6638",82,173.525835866261,19.3684210526316,148.986486486486,236.940239043825,58
"SteCoe_6639",1352,1652,671,1454,1582,910
"SteCoe_664",20,41,21,42,71,39
"SteCoe_6640",0,0,0,0,0,0
"SteCoe_6641",2145.99377495715,2618.16070067698,788.62888572163,2726.16317854644,2908.27457376762,1595.38636910602
"SteCoe_6642",380,538,193,638,825,360
"SteCoe_6643",0,0,0,0,1,0
"SteCoe_6644",0,0,0,0,0,0
"SteCoe_6645",0,0,0,0,0,0
"SteCoe_6646",0,0,0,0,0,0
"SteCoe_6647",32,63,34,111,108.581373350632,28
"SteCoe_6648",285,236,102,308,314,179
"SteCoe_6650",66,132,42,112,167,90
"SteCoe_6651",5,0,0,5,14,4
"SteCoe_6652",4,18,1,13,16,0
"SteCoe_6653",129,134,44,120,202,95
"SteCoe_6654",442,601,179,645,741,347
"SteCoe_6655",181.916353069083,222.574171799377,92,289.620857111766,244.991899392106,58.6636611258729
"SteCoe_6656",1002.00498928267,1399.98723702257,469.014983654307,809.778533474858,1186.30957930702,735.749397004135
"SteCoe_6657",191,215,86,180,222,115
"SteCoe_6658",1643,1968,1896,1792,2013,4341
"SteCoe_6659",93,190,25,172,173,65
"SteCoe_666",33,76.9156626506024,36,111,156,232
"SteCoe_6660",132275,165925,27967,139162,161879,36467
"SteCoe_6661",9385,10616,2749,10123,10503,3811
"SteCoe_6662",61,34,18,45,34,18
"SteCoe_6663",11,12,7,16,3,2
"SteCoe_6664",342,341,59,453,396,172
"SteCoe_6665",244,240,276,269,285,295
"SteCoe_6666",560,691,205,913,860,347
"SteCoe_6667",493,898,265,690.531692034765,991,281
"SteCoe_667",46.437228953343,197.408245030539,24,40.4704127156807,297.095672945996,48
"SteCoe_6670",1157,1814,350,1758,1916,560
"SteCoe_6671",729,575,143,952,881,208
"SteCoe_6672",12,12,8,18,26,18
"SteCoe_6673",127,167,71,186,156,112
"SteCoe_6674",0,0,0,0,0,0
"SteCoe_6675",62.2554639374927,63,54,105,105,70.1917263774595
"SteCoe_6676",0,0,0,0,0,0
"SteCoe_6677",99,80,53,103,111,127
"SteCoe_6678",765.18889394629,941.244621513944,909.252780586451,910.531784841076,946.204620462046,1139.90843452576
"SteCoe_6679",252,287,69,358,390,106
"SteCoe_668",0,0,0,0,0,0
"SteCoe_6680",106,213,98,210,243,197
"SteCoe_6681",124.408639226731,178.334168408736,95.5255183437581,247.946572058036,205.756323202152,124.618677637309
"SteCoe_6682",1075.90418118467,1633.01983584131,291.071428571429,1143.60078277886,1808.09385165908,305.08389261745
"SteCoe_6684",297.048611111111,317.300248138958,152.956937799043,250,246.826210826211,190.721461187215
"SteCoe_6685",0,0,0,0,0,0
"SteCoe_6686",0,0,0,0,0,0
"SteCoe_6687",469,356,134,531,511,130
"SteCoe_6688",2225.25059910989,1958.99122440451,1216.01183431953,3960.71098384128,3034.55217619297,2212.40469445569
"SteCoe_6689",10950,12864,2833,12526,12838,4745
"SteCoe_669",109,161,37,175,219,50
"SteCoe_6690",1113,1288,307,1431,1419,552
"SteCoe_6691",2015,2319,660,2263,2400,659
"SteCoe_6692",725,623,172,1116,846,517
"SteCoe_6693",0,0,0,0,0,0
"SteCoe_6694",177,219,96,279,374,132
"SteCoe_6695",288.564000522167,303.094775081573,488.42289207803,405.545118103851,432.887697218696,863.23080104705
"SteCoe_6696",74,150,50,62.2474230190916,187.65253651323,125
"SteCoe_6697",45.2993082807082,44.2590238167869,89.3997082869299,42.2326289993138,40.3129885861178,64.5287240404905
"SteCoe_6698",14,20,16,42,31,21
"SteCoe_6699",63,84,18,95,114,50
"SteCoe_67",35,41,10,13,44,53
"SteCoe_670",125,179,27,127,131,75
"SteCoe_6700",35,48,34,31,31,41
"SteCoe_6701",368,522,80,431,382,49
"SteCoe_6702",10,16.105281829425,0,22,13,24
"SteCoe_6703",354,660,115,542,989,209
"SteCoe_6704",8,3,15,24,32,87
"SteCoe_6705",286,149,55,314,156,32
"SteCoe_6706",0,0,0,0,0,0
"SteCoe_6707",368,637.191348753379,54,352,546.16129985229,82
"SteCoe_6708",1140,1696,570,1299,1769,1104
"SteCoe_6709",0,0,0,0,0,0
"SteCoe_671",100,199,76,162,176,76
"SteCoe_6710",114,193,39,217,205,143
"SteCoe_6712",412,490,226,417,416,476
"SteCoe_6713",498,431,117,710,637,360
"SteCoe_6714",0,0,0,0,0,0
"SteCoe_6715",572,640,254,584,662,512
"SteCoe_6716",55,88,5,30,47,122
"SteCoe_6717",0,0,0,0,0,0
"SteCoe_6718",20,40,11,42,67,14
"SteCoe_6719",221,273.709999277047,51,266,220,226
"SteCoe_672",1817.85722315908,2621.39712643678,653.145815358067,1906.36009353079,2887.06606660666,917.487270574304
"SteCoe_6720",42,41,19,68,107,42
"SteCoe_6721",59,62.9283293890542,25,73.5967941133156,72.6631733494004,8.06639594333254
"SteCoe_6722",1287,2737,664,2479,3716,1536
"SteCoe_6723",846.055645529149,996.882027649706,384.675296061093,1586.75300246704,1513.66701535793,792.088692189269
"SteCoe_6724",70,37,22,54,34,45
"SteCoe_6725",2272,2769,1564,2397,2810.63288288288,2013.2581100141
"SteCoe_6726",0,0,0,0,0,0
"SteCoe_6727",654,1359,307,953,1541,527
"SteCoe_6729",1396,1788,202,1451,1845,667
"SteCoe_673",0,0,0,0,0,0
"SteCoe_6730",259,420,156,299,515,320
"SteCoe_6731",128,122,49,204,241,50
"SteCoe_6734",200,188,91,302,392,171
"SteCoe_6735",331,395,172,616,582,527
"SteCoe_6736",10806,14248,1459,11606,13517,1908
"SteCoe_6737",189,239,40,274,299,84
"SteCoe_6738",237,372,96,305,480,339
"SteCoe_674",151.663736263736,242.360655737705,103,215.298937784522,275.853856562923,161
"SteCoe_6742",0,2.1675166256259,0,0,1.03724435057006,12.6291362723546
"SteCoe_6743",425,333,74,381,323,117
"SteCoe_6744",222,221,124,253,245,281
"SteCoe_6746",876.016586040083,801.113430758525,465.740359897172,930.302729528536,830.373535492764,658.156690140845
"SteCoe_6747",427,496,332,574,611,514
"SteCoe_6748",0,0,1.06791223528438,0,0,0
"SteCoe_6749",90,78,49,123,112,30
"SteCoe_6750",896,1430,434,996,1263,491
"SteCoe_6751",27,83,19,43,65,23
"SteCoe_6752",202,382,54,280,399,113
"SteCoe_6753",497,896,268,983,1070,672
"SteCoe_6754",581.919751342187,636.831086657497,470.078268109908,691.405940594059,774.260283858552,796.01409978308
"SteCoe_6755",102,144,88,214,212,181
"SteCoe_6756",122,144,61,174.821331775665,182.853252813992,108.572841725652
"SteCoe_6757",16,26,12,21,32,22
"SteCoe_6758",98,76,21,163,182,60
"SteCoe_6759",77,76,23,49,73,17
"SteCoe_676",14.6661278533599,45.0733476104748,35.7557298308917,63.8628145486163,62.4141550146488,19.8977594259996
"SteCoe_6760",0,0,0,0,0,0
"SteCoe_6761",30,63,9,88,67,17
"SteCoe_6762",123.650793650794,96.0659340659341,43.7746478873239,160,143,62
"SteCoe_6763",36,21,24,39,42,14
"SteCoe_6764",7861.89306358382,7363.79519851483,2131.24801870859,8681.31695026588,6583.20750675235,2120.74719565474
"SteCoe_6765",557,604,245,990,821,406
"SteCoe_6766",188,424,109,491,542.716785294622,428.835637308472
"SteCoe_6768",1829.71665801764,1935.73386906169,595.049853372434,1944.7087517934,1982.61713489668,775.659934497817
"SteCoe_6769",212,243,91,280,283,106
"SteCoe_677",190.247011952191,209.321799307958,98,321.758865248227,230.716510903427,214
"SteCoe_6770",1173.73470011482,1499.25265151823,405.030283953226,1860.80707591408,1684.98898232242,707.99837255551
"SteCoe_6771",2115,3050,2012,4389,3002,4341
"SteCoe_6772",395,540,175,452,553,409
"SteCoe_6773",29,15,23,44,19,16
"SteCoe_6774",29,61,10,29,75,47
"SteCoe_6775",332,366,99,479,573,165
"SteCoe_6776",6390.33039218191,9402.77147006907,2546.92749939869,7726.13477132777,10261.8297696351,4408.48349085291
"SteCoe_6777",1544.01886156955,2590.2487458194,632.446386020651,2250.91072768192,2736.10963075752,1171.97991784573
"SteCoe_6778",47,80,91,91,130,283
"SteCoe_6779",236.776566757493,297.964019851117,16.3928571428571,324.94358974359,329.320179372197,38.0147058823529
"SteCoe_678",482.349655422561,496.588549391872,1042.76777754192,493.465240641711,686.580218839148,1056.82332761578
"SteCoe_6780",6147.82180094787,8796.04513573727,1842,7391.23141709921,9362.59742647059,3079.36315323295
"SteCoe_6781",1156.76645514692,1425.43569475475,248.516388163659,1186.29894819404,1444.46305978246,446.158660773112
"SteCoe_6782",0,0,0,0,0,0
"SteCoe_6784",0,0,0,0,0,0
"SteCoe_6785",75,111,28,91,132,30
"SteCoe_6786",0,0,0,0,0,0
"SteCoe_6787",52,60,24,102,75,44
"SteCoe_6788",373.264919941776,416.744529019981,184.883280757098,529.486506746627,462.329768270945,158.617764471058
